ghi,clear_sky_ghi,temp,humidity,district
5.6366,6.2314,37.65,30.73,Bhiwani
5.5332,5.9165,37.36,32.98,Bhiwani
4.6615,5.6971,37.12,38.65,Bhiwani
3.9125,5.8334,34.53,52.27,Bhiwani
6.6526,6.9571,35.53,47.92,Bhiwani
6.5256,6.8093,36.81,46.46,Bhiwani
5.0683,6.6838,35.58,53.91,Bhiwani
2.0846,6.3264,32.36,65.23,Bhiwani
3.521,5.7326,30.68,70.87,Bhiwani
4.8797,5.6302,30.69,70.51,Bhiwani
5.927,6.419,33.69,59.41,Bhiwani
5.4427,5.899,35.53,53.6,Bhiwani
5.9806,6.3571,35.41,50.33,Bhiwani
4.909,5.5903,35.83,49.18,Bhiwani
5.5094,6.0454,34.99,47.18,Bhiwani
6.005,6.4258,34.49,51.42,Bhiwani
5.3486,6.2916,34.02,54.23,Bhiwani
2.5927,6.7906,31.83,65.21,Bhiwani
5.1242,6.7644,32.53,63.78,Bhiwani
4.0978,6.4498,31.12,70.45,Bhiwani
3.1553,6.3718,31.1,74.19,Bhiwani
1.4506,5.9551,29.22,79.48,Bhiwani
1.7443,6.7469,29.1,80.61,Bhiwani
5.293,6.4982,28.97,79.45,Bhiwani
6.5806,6.7627,30.57,70.41,Bhiwani
6.6607,6.7421,32.1,61.96,Bhiwani
6.4622,6.7356,32.82,59.19,Bhiwani
6.3137,6.4426,32.59,60.33,Bhiwani
5.4295,5.9321,31.52,64.57,Bhiwani
5.3297,6.0118,30.88,67.12,Bhiwani
5.4343,5.6974,31.95,62.3,Bhiwani
3.6883,5.0738,31.25,68.68,Bhiwani
3.271,6.1318,27.94,82.84,Bhiwani
3.1279,6.9031,28.09,80.23,Bhiwani
2.6381,6.468,28.88,78.79,Bhiwani
3.4212,6.8126,29.3,75.92,Bhiwani
4.8806,6.7303,29.25,77.1,Bhiwani
5.2018,6.3629,29.52,77.07,Bhiwani
4.8106,6.7018,28.58,80.03,Bhiwani
6.75,7.1515,29.06,76.36,Bhiwani
6.7212,7.2098,29.89,74.22,Bhiwani
6.6893,6.9514,30.52,73.78,Bhiwani
4.2662,7.2029,30.15,76.47,Bhiwani
6.4723,6.887,30.12,75.05,Bhiwani
5.8034,6.7387,30.38,73.91,Bhiwani
5.2358,6.7442,29.66,77.54,Bhiwani
4.8082,6.5947,29.04,81.01,Bhiwani
0.6689,6.8321,27.62,87.66,Bhiwani
2.9892,6.8222,28.56,78.84,Bhiwani
4.7436,6.0672,29.98,73.38,Bhiwani
3.8126,5.7024,30.42,68.36,Bhiwani
6.2222,6.3703,30.68,64.52,Bhiwani
6.3614,6.3866,30.76,64.12,Bhiwani
4.8739,5.8505,30.91,61.12,Bhiwani
4.015,6.2923,30.03,66.36,Bhiwani
5.3498,6.0454,30.68,65.22,Bhiwani
6.0646,6.6394,30.14,72.51,Bhiwani
6.4274,6.7102,29.79,74.22,Bhiwani
5.7137,6.5916,30.0,70.94,Bhiwani
4.8598,6.1272,29.96,71.11,Bhiwani
2.593,6.1493,28.02,79.61,Bhiwani
5.7353,6.2314,29.69,74.92,Bhiwani
5.5824,5.9525,30.53,69.78,Bhiwani
6.0823,6.5131,29.54,74.53,Bhiwani
3.8767,6.2378,29.38,74.58,Bhiwani
3.1488,6.3451,28.67,78.63,Bhiwani
4.1256,6.2969,28.7,77.64,Bhiwani
4.0246,6.1342,28.28,82.48,Bhiwani
4.0073,5.814,28.98,75.62,Bhiwani
5.9102,6.0449,28.89,66.08,Bhiwani
6.2962,6.51,28.72,64.28,Bhiwani
6.3012,6.4433,28.71,64.5,Bhiwani
6.2158,6.2856,28.85,64.8,Bhiwani
5.9071,6.0029,28.86,64.77,Bhiwani
5.9465,6.0427,28.58,61.91,Bhiwani
5.8438,5.9386,29.1,61.28,Bhiwani
5.9981,6.0926,29.14,57.72,Bhiwani
6.2414,6.2635,29.23,57.73,Bhiwani
6.1207,6.2551,29.34,57.57,Bhiwani
5.8944,6.0206,29.59,55.92,Bhiwani
5.627,5.7146,29.83,57.32,Bhiwani
5.2824,5.8162,30.32,56.87,Bhiwani
5.718,5.7612,30.35,52.59,Bhiwani
5.7494,5.7538,30.72,46.64,Bhiwani
5.5027,5.7252,30.77,44.66,Bhiwani
5.411,5.5476,29.67,51.12,Bhiwani
5.4691,5.6714,30.48,50.4,Bhiwani
5.539,5.6189,31.11,53.24,Bhiwani
5.0926,5.2896,31.25,52.38,Bhiwani
4.3718,4.8108,28.88,63.8,Bhiwani
5.4792,5.556,29.47,58.15,Bhiwani
4.5859,5.4067,29.47,55.0,Bhiwani
5.2954,5.4965,29.58,51.3,Bhiwani
5.1941,5.3926,29.58,48.21,Bhiwani
4.9709,4.9987,29.64,50.77,Bhiwani
5.0047,5.0676,29.81,47.82,Bhiwani
4.6236,4.7539,29.32,49.5,Bhiwani
4.9934,5.1437,29.8,49.31,Bhiwani
5.0786,5.2706,30.05,52.16,Bhiwani
4.0738,5.3945,31.17,52.92,Bhiwani
4.5014,5.0542,30.93,56.86,Bhiwani
3.7632,4.2902,30.49,57.81,Bhiwani
2.6234,4.2017,28.6,61.88,Bhiwani
3.2878,3.3425,28.82,54.68,Bhiwani
4.3661,4.3846,28.98,49.5,Bhiwani
4.6303,4.685,29.57,42.25,Bhiwani
5.0621,5.0885,29.75,37.5,Bhiwani
4.4599,5.197,28.76,40.59,Bhiwani
5.4038,5.4077,27.47,35.15,Bhiwani
5.5202,5.526,26.25,29.82,Bhiwani
5.5709,5.5903,26.66,29.96,Bhiwani
5.4864,5.4931,26.36,32.58,Bhiwani
5.1742,5.183,26.54,27.61,Bhiwani
4.8564,4.8842,27.61,30.06,Bhiwani
4.9169,4.9212,27.25,28.41,Bhiwani
4.8847,4.9044,26.52,25.77,Bhiwani
4.8862,4.9061,26.36,26.43,Bhiwani
5.2843,5.287,26.0,32.23,Bhiwani
5.1857,5.1888,26.08,33.63,Bhiwani
5.1458,5.149,25.99,30.79,Bhiwani
4.5787,4.6284,24.88,25.07,Bhiwani
4.7851,4.7885,25.27,28.72,Bhiwani
4.8698,4.8756,25.27,36.77,Bhiwani
4.4652,4.4818,25.64,26.93,Bhiwani
4.361,4.363,24.39,20.9,Bhiwani
4.0471,4.0586,23.6,19.26,Bhiwani
3.7994,3.8071,24.45,18.27,Bhiwani
3.5815,3.6974,21.73,24.47,Bhiwani
3.3612,3.3684,22.63,24.26,Bhiwani
3.4301,3.6362,23.72,21.3,Bhiwani
3.4289,3.6725,23.59,20.83,Bhiwani
4.1755,4.273,23.61,22.72,Bhiwani
3.7428,4.0162,22.63,25.83,Bhiwani
2.7761,2.8183,22.6,27.03,Bhiwani
3.1858,3.2942,23.01,25.19,Bhiwani
3.7198,3.7778,22.02,23.31,Bhiwani
3.7596,3.7942,20.56,21.43,Bhiwani
3.8206,3.8249,20.93,20.18,Bhiwani
4.104,4.1465,21.61,15.54,Bhiwani
4.0322,4.0387,21.97,16.78,Bhiwani
3.8294,3.8491,21.83,24.83,Bhiwani
3.7118,3.8527,22.01,26.57,Bhiwani
3.5966,3.6084,20.54,30.69,Bhiwani
3.402,3.444,19.95,29.0,Bhiwani
3.4682,3.4738,19.35,26.77,Bhiwani
3.7613,3.7685,18.48,26.2,Bhiwani
3.8556,3.8616,18.16,26.42,Bhiwani
3.815,3.8362,20.09,22.95,Bhiwani
3.7462,3.7529,21.63,19.28,Bhiwani
4.0459,4.0481,21.21,21.54,Bhiwani
4.2497,4.2514,20.82,27.23,Bhiwani
4.1808,4.1933,20.41,27.68,Bhiwani
3.7397,3.7596,20.62,22.3,Bhiwani
4.0591,4.0649,21.13,21.23,Bhiwani
4.0579,4.0632,21.26,27.06,Bhiwani
3.8762,3.8935,20.72,25.61,Bhiwani
4.1378,4.141,20.27,21.69,Bhiwani
3.8868,3.9017,21.14,15.16,Bhiwani
3.149,3.2033,19.28,20.44,Bhiwani
2.3712,2.7811,19.39,26.11,Bhiwani
2.2776,2.7658,18.39,28.14,Bhiwani
3.3348,3.3427,17.75,28.32,Bhiwani
3.5506,3.5659,18.19,22.74,Bhiwani
3.5923,3.6254,18.21,22.22,Bhiwani
3.4198,3.4404,19.71,22.04,Bhiwani
2.8634,3.1169,20.03,24.12,Bhiwani
2.9472,3.0516,19.68,25.22,Bhiwani
3.0874,3.1099,19.5,24.59,Bhiwani
3.2398,3.3475,19.21,27.3,Bhiwani
3.4286,3.5988,19.22,37.57,Bhiwani
3.5251,3.5585,18.75,35.22,Bhiwani
2.9498,3.2702,18.66,33.81,Bhiwani
3.3257,3.3322,17.01,31.37,Bhiwani
3.7212,3.7411,16.07,27.8,Bhiwani
3.6216,3.683,16.94,24.65,Bhiwani
3.1805,3.5393,16.03,26.42,Bhiwani
3.4766,3.4841,15.83,26.81,Bhiwani
3.3775,3.3965,15.31,26.27,Bhiwani
3.6996,3.7075,15.5,29.15,Bhiwani
3.828,3.851,15.8,28.69,Bhiwani
3.7519,3.7582,15.96,24.91,Bhiwani
3.4846,3.6022,17.7,24.62,Bhiwani
3.3221,3.3631,16.85,25.65,Bhiwani
1.6812,2.9921,14.01,29.36,Bhiwani
3.3466,3.3778,13.67,24.1,Bhiwani
3.6458,3.6559,15.52,18.35,Bhiwani
3.5345,3.6593,17.54,17.94,Bhiwani
3.1183,3.217,16.41,22.56,Bhiwani
1.8007,2.8001,14.38,26.52,Bhiwani
2.7794,2.9306,13.75,36.53,Bhiwani
2.5308,3.0672,14.53,51.27,Bhiwani
2.1367,2.7854,15.24,56.51,Bhiwani
2.8697,3.2453,16.43,46.85,Bhiwani
3.091,3.1018,17.53,40.9,Bhiwani
3.1584,3.197,18.06,35.63,Bhiwani
3.3108,3.4356,15.8,43.99,Bhiwani
1.3262,2.4226,14.89,57.0,Bhiwani
2.2874,2.6702,12.39,66.05,Bhiwani
2.8289,3.089,11.05,50.72,Bhiwani
3.8659,3.8815,8.93,32.59,Bhiwani
4.0745,4.1076,8.63,32.07,Bhiwani
3.6946,3.7226,10.42,30.63,Bhiwani
3.4718,3.5107,11.65,28.88,Bhiwani
2.7782,3.5227,11.33,28.65,Bhiwani
3.3605,3.4752,12.57,35.39,Bhiwani
3.0341,3.4104,12.03,39.72,Bhiwani
2.9657,3.6838,10.88,51.5,Bhiwani
3.5182,3.7423,12.51,41.84,Bhiwani
3.9314,3.9766,11.28,44.63,Bhiwani
4.0447,4.1635,11.25,45.04,Bhiwani
2.5046,3.1632,14.09,30.43,Bhiwani
2.7667,3.0007,15.94,43.65,Bhiwani
3.3614,3.5131,15.44,38.42,Bhiwani
3.2966,3.4258,16.67,38.77,Bhiwani
2.291,3.419,17.53,45.88,Bhiwani
0.5494,3.1999,14.55,80.16,Bhiwani
3.169,4.2314,13.03,79.23,Bhiwani
3.1829,4.2398,13.18,72.9,Bhiwani
3.7337,4.1911,14.68,56.84,Bhiwani
3.8551,3.9545,15.63,48.69,Bhiwani
3.8638,4.0258,15.89,51.52,Bhiwani
4.0603,4.3284,14.77,55.96,Bhiwani
3.5609,4.1844,15.06,47.63,Bhiwani
3.6986,4.0462,15.5,51.47,Bhiwani
2.9911,4.1779,17.31,46.9,Bhiwani
3.0151,3.583,16.24,59.99,Bhiwani
4.0596,4.1186,13.02,52.97,Bhiwani
4.747,4.9356,12.65,49.74,Bhiwani
4.5773,4.7314,14.9,43.36,Bhiwani
4.7112,4.717,13.94,44.46,Bhiwani
5.009,5.0155,13.55,48.16,Bhiwani
4.8823,4.8852,15.06,41.44,Bhiwani
4.0452,4.0718,14.74,40.16,Bhiwani
4.5638,4.5905,14.54,43.82,Bhiwani
4.8199,5.1562,15.49,44.85,Bhiwani
4.6534,4.801,18.35,41.18,Bhiwani
4.3274,5.0314,20.26,43.76,Bhiwani
3.882,4.9366,18.65,54.74,Bhiwani
4.621,5.0844,19.97,52.06,Bhiwani
4.7026,5.0554,22.44,44.83,Bhiwani
4.607,4.9404,21.11,41.22,Bhiwani
5.2687,5.4545,17.79,37.94,Bhiwani
5.4811,5.5085,17.71,24.03,Bhiwani
5.5822,5.6851,16.25,32.33,Bhiwani
5.6714,5.7893,16.34,30.17,Bhiwani
5.6033,5.6753,18.6,26.26,Bhiwani
5.754,5.8229,18.47,30.36,Bhiwani
5.6849,5.6938,20.02,26.12,Bhiwani
5.2008,5.598,21.12,25.47,Bhiwani
4.9284,5.2788,21.53,32.76,Bhiwani
4.5086,5.2282,20.23,30.4,Bhiwani
4.5074,5.5224,19.02,29.64,Bhiwani
5.9299,5.981,17.77,28.16,Bhiwani
6.0374,6.0804,18.8,27.75,Bhiwani
5.8896,5.9628,20.77,26.34,Bhiwani
5.1384,5.7254,21.82,28.12,Bhiwani
4.5581,5.3784,20.33,43.12,Bhiwani
4.1592,5.5044,20.71,43.34,Bhiwani
4.1642,5.1756,19.63,42.43,Bhiwani
5.2006,5.5142,16.35,50.62,Bhiwani
5.8121,5.9153,16.13,33.65,Bhiwani
6.1867,6.1958,17.27,29.59,Bhiwani
5.7691,6.1022,19.01,26.73,Bhiwani
5.8956,5.9858,19.8,29.3,Bhiwani
4.6039,6.0926,20.62,34.37,Bhiwani
6.1253,6.1548,20.59,39.3,Bhiwani
5.688,6.2347,23.12,27.72,Bhiwani
5.5063,5.8766,23.28,27.34,Bhiwani
6.1411,6.353,23.76,25.02,Bhiwani
6.126,6.2016,25.98,22.01,Bhiwani
6.4008,6.4615,27.96,21.57,Bhiwani
6.2712,6.4082,28.04,23.54,Bhiwani
5.8495,6.1054,27.01,29.11,Bhiwani
6.5666,6.6835,27.05,19.47,Bhiwani
6.7085,6.7399,28.58,22.25,Bhiwani
6.5482,6.6809,29.7,24.25,Bhiwani
6.371,6.5179,30.8,21.68,Bhiwani
6.636,6.8604,30.83,21.22,Bhiwani
6.6763,6.7471,31.52,23.13,Bhiwani
6.2726,6.9514,31.83,19.16,Bhiwani
6.6852,7.0474,31.07,17.77,Bhiwani
6.7867,6.833,30.65,18.74,Bhiwani
6.9283,6.9768,30.78,16.12,Bhiwani
5.569,6.7258,31.18,20.23,Bhiwani
6.0233,6.6622,30.52,31.64,Bhiwani
6.1937,6.6437,28.3,29.16,Bhiwani
5.9117,6.3161,25.12,18.51,Bhiwani
6.989,7.0483,24.82,17.5,Bhiwani
7.5259,7.5574,24.71,17.84,Bhiwani
7.6982,7.7196,26.16,16.46,Bhiwani
7.4976,7.5336,27.8,17.1,Bhiwani
7.2442,7.3346,29.63,16.39,Bhiwani
7.1016,7.2684,31.63,12.94,Bhiwani
6.9617,7.0836,33.39,10.51,Bhiwani
7.2329,7.3032,33.21,14.11,Bhiwani
7.4081,7.4537,33.94,12.71,Bhiwani
6.9979,7.1774,34.85,12.7,Bhiwani
6.9245,7.1695,34.77,12.81,Bhiwani
7.0519,7.447,34.84,12.64,Bhiwani
7.0987,7.2768,35.23,17.13,Bhiwani
6.4949,6.7814,35.74,18.92,Bhiwani
6.0806,6.6137,34.79,19.56,Bhiwani
6.7006,6.9422,32.92,21.19,Bhiwani
6.6746,7.0049,31.44,24.51,Bhiwani
7.1542,7.421,31.18,23.2,Bhiwani
6.8494,7.4352,31.57,22.67,Bhiwani
6.0326,7.2317,31.86,21.79,Bhiwani
5.5853,7.1803,32.9,22.93,Bhiwani
5.9645,6.9986,32.89,23.39,Bhiwani
6.5614,6.8532,32.08,30.52,Bhiwani
7.717,7.7383,31.66,18.78,Bhiwani
7.153,7.6298,34.17,12.06,Bhiwani
4.4138,7.0008,33.1,19.59,Bhiwani
7.3591,7.3764,32.5,23.55,Bhiwani
7.026,7.2401,33.81,18.05,Bhiwani
7.3481,7.4782,34.79,16.94,Bhiwani
7.2194,7.339,36.41,13.53,Bhiwani
6.5995,7.0934,36.61,16.41,Bhiwani
6.7334,7.4294,36.57,17.02,Bhiwani
6.4174,7.2377,36.1,19.88,Bhiwani
7.1909,7.3762,35.8,20.82,Bhiwani
6.5923,7.2026,36.06,18.7,Bhiwani
7.1834,7.3956,36.77,19.48,Bhiwani
6.8302,7.3639,37.7,19.57,Bhiwani
7.6495,7.7364,37.47,18.65,Bhiwani
6.9514,7.2958,36.77,21.32,Bhiwani
6.2554,7.3704,34.77,25.36,Bhiwani
6.6919,7.3241,34.78,26.31,Bhiwani
5.9218,7.3248,36.81,22.3,Bhiwani
6.2273,7.1854,35.71,24.84,Bhiwani
5.5985,6.8688,35.33,27.66,Bhiwani
3.1284,7.015,32.73,35.25,Bhiwani
6.3252,7.147,34.56,30.52,Bhiwani
6.6091,7.2514,36.67,26.93,Bhiwani
6.9461,7.3721,37.9,20.86,Bhiwani
7.1746,7.4724,38.67,18.49,Bhiwani
7.212,7.4405,38.79,16.85,Bhiwani
6.7337,7.3075,36.97,21.48,Bhiwani
6.763,7.3186,32.76,43.51,Bhiwani
6.8993,7.0884,33.32,36.95,Bhiwani
3.4999,6.6785,33.62,36.26,Bhiwani
6.1807,6.937,32.2,41.17,Bhiwani
6.9852,7.8437,34.45,30.37,Bhiwani
7.2732,7.5523,37.59,24.64,Bhiwani
7.1203,7.3687,39.19,18.07,Bhiwani
6.7627,7.2175,39.33,25.5,Bhiwani
6.2832,7.2274,38.48,28.79,Bhiwani
5.8862,7.1066,35.18,38.95,Bhiwani
5.4782,7.3606,33.75,42.35,Bhiwani
6.0881,7.2686,33.94,35.9,Bhiwani
5.7905,7.3068,36.13,30.63,Bhiwani
7.1458,7.4083,35.62,29.75,Bhiwani
7.1098,7.729,35.02,29.0,Bhiwani
6.7918,7.3058,36.87,29.17,Bhiwani
5.4847,7.2727,37.97,28.31,Bhiwani
6.8362,6.9979,35.15,37.7,Bhiwani
5.6222,7.055,34.7,42.45,Bhiwani
2.573,7.0682,33.68,45.61,Bhiwani
6.0509,6.8306,34.55,50.97,Bhiwani
6.1939,6.9406,34.0,57.78,Bhiwani
6.0118,6.9516,33.48,54.63,Bhiwani
6.1277,6.9499,29.93,68.04,Bhiwani
5.4826,6.9708,31.55,56.63,Bhiwani
6.6077,6.9379,32.5,53.01,Bhiwani
6.5484,6.9355,33.96,50.24,Bhiwani
6.1486,6.6031,35.2,46.09,Bhiwani
5.9866,6.6086,35.07,46.55,Bhiwani
5.7545,7.1098,34.98,49.84,Bhiwani
3.3396,6.3528,32.53,62.03,Bhiwani
3.4382,6.925,29.29,80.28,Bhiwani
3.739,7.3195,30.09,74.98,Bhiwani
5.5834,7.2794,31.11,69.62,Bhiwani
3.4342,6.6871,31.5,69.47,Bhiwani
5.9971,6.4949,32.09,64.27,Bhiwani
5.9201,6.6202,33.3,61.23,Bhiwani
5.1691,5.9515,33.17,57.83,Bhiwani
5.4019,5.8241,33.39,55.85,Bhiwani
5.2046,5.9736,32.34,57.33,Bhiwani
5.7058,6.2424,33.11,58.17,Bhiwani
6.6511,6.8983,33.78,51.34,Bhiwani
6.3247,7.0546,34.1,49.8,Bhiwani
4.9351,6.3401,32.88,54.98,Bhiwani
4.1923,6.2878,31.72,57.93,Bhiwani
6.4723,7.26,31.39,62.9,Bhiwani
6.0912,7.3891,31.68,62.78,Bhiwani
5.9674,7.0217,32.1,62.83,Bhiwani
5.2865,6.8573,31.1,67.69,Bhiwani
3.5964,6.6667,31.96,64.22,Bhiwani
5.7118,7.23,32.12,64.12,Bhiwani
6.4214,7.1054,33.67,54.44,Bhiwani
3.6094,7.0198,31.21,65.61,Bhiwani
6.5316,7.1652,31.57,64.74,Bhiwani
4.8614,7.0289,30.27,69.58,Bhiwani
4.4832,6.6706,30.95,68.57,Bhiwani
4.8857,7.1885,29.33,76.48,Bhiwani
4.8941,6.829,30.7,70.1,Bhiwani
5.5567,7.1916,31.11,67.06,Bhiwani
5.7677,7.0553,31.08,64.07,Bhiwani
5.495,6.8578,31.88,61.03,Bhiwani
4.7942,6.9598,30.73,69.07,Bhiwani
4.787,6.7579,31.48,62.38,Bhiwani
2.7262,6.6778,29.48,75.02,Bhiwani
2.6179,6.7488,28.75,80.84,Bhiwani
3.953,6.5878,30.54,67.41,Bhiwani
4.9742,5.6712,31.53,60.76,Bhiwani
4.7626,5.8874,31.62,59.41,Bhiwani
4.9435,5.7545,31.75,59.23,Bhiwani
5.1996,6.0324,31.75,57.14,Bhiwani
3.3298,6.2326,31.24,64.32,Bhiwani
3.582,5.7588,32.81,60.03,Bhiwani
3.1577,5.5584,32.68,62.04,Bhiwani
5.321,5.9849,32.87,58.08,Bhiwani
5.2906,6.3494,32.99,54.2,Bhiwani
5.5591,6.4075,32.41,56.01,Bhiwani
5.477,6.3151,32.12,58.65,Bhiwani
5.1355,6.3924,31.56,59.59,Bhiwani
5.5908,6.342,32.2,56.28,Bhiwani
6.4661,6.5813,32.28,49.91,Bhiwani
6.5779,6.7291,32.49,49.32,Bhiwani
6.5426,6.6646,32.77,48.07,Bhiwani
3.2813,5.5812,31.26,57.93,Bhiwani
6.0722,6.7133,31.13,68.15,Bhiwani
5.7487,6.6516,31.42,63.85,Bhiwani
4.2242,6.4714,31.43,64.72,Bhiwani
2.8819,6.4109,30.93,64.56,Bhiwani
5.2529,5.8363,31.87,61.58,Bhiwani
4.1542,6.0156,31.15,64.75,Bhiwani
4.7237,6.2578,31.3,62.78,Bhiwani
6.0912,6.2916,31.71,59.45,Bhiwani
4.6438,6.3535,29.98,67.73,Bhiwani
4.3819,6.4925,29.21,70.31,Bhiwani
4.2698,6.2424,30.37,68.8,Bhiwani
2.6491,5.8963,28.94,81.31,Bhiwani
4.0344,6.5203,29.09,76.14,Bhiwani
3.6442,6.0233,28.47,70.12,Bhiwani
5.8579,6.1978,29.58,61.86,Bhiwani
5.7626,6.1291,30.3,59.98,Bhiwani
5.7228,6.157,30.57,63.34,Bhiwani
5.8217,6.2045,30.54,60.96,Bhiwani
5.1833,6.0122,29.99,66.15,Bhiwani
5.646,5.9482,30.21,61.18,Bhiwani
6.0967,6.2208,30.72,55.59,Bhiwani
5.9693,6.173,30.81,54.0,Bhiwani
4.4246,5.7355,30.71,55.6,Bhiwani
4.823,5.718,30.94,52.68,Bhiwani
5.2392,5.4547,30.56,55.02,Bhiwani
4.3778,5.3988,30.71,55.71,Bhiwani
5.5776,5.6083,31.01,51.76,Bhiwani
2.4494,5.4799,29.99,48.5,Bhiwani
4.1986,5.6767,30.45,45.15,Bhiwani
5.9333,5.9522,29.38,40.92,Bhiwani
5.5411,5.5824,30.32,30.56,Bhiwani
5.4782,5.5342,30.04,32.82,Bhiwani
5.4043,5.6966,29.15,39.62,Bhiwani
3.2014,5.25,26.74,73.79,Bhiwani
2.9518,5.1216,25.04,73.7,Bhiwani
5.3878,5.9009,26.55,53.18,Bhiwani
5.8154,5.8476,29.03,49.8,Bhiwani
5.6359,5.8505,29.33,43.43,Bhiwani
5.6664,5.7708,29.37,40.84,Bhiwani
5.741,5.7715,29.99,39.02,Bhiwani
5.4468,5.4569,29.16,37.49,Bhiwani
5.8078,5.813,28.73,36.08,Bhiwani
5.7874,5.8046,29.1,33.4,Bhiwani
6.0257,6.0269,29.65,31.92,Bhiwani
5.959,5.9621,28.25,33.98,Bhiwani
5.4751,5.4758,28.38,34.93,Bhiwani
5.285,5.2918,28.22,39.48,Bhiwani
5.2562,5.2567,28.68,34.66,Bhiwani
5.5694,5.6052,28.45,35.87,Bhiwani
5.3359,5.3429,28.56,39.49,Bhiwani
4.9687,4.9723,28.59,42.74,Bhiwani
4.835,4.8523,28.87,41.08,Bhiwani
4.812,4.8588,28.42,42.25,Bhiwani
4.6601,4.753,28.7,39.53,Bhiwani
4.8329,4.8401,28.89,32.01,Bhiwani
5.2613,5.2618,28.91,25.18,Bhiwani
5.388,5.401,29.04,20.62,Bhiwani
5.3398,5.3419,27.72,22.16,Bhiwani
5.0777,5.0914,27.7,24.27,Bhiwani
5.0818,5.106,27.33,21.23,Bhiwani
4.9097,4.9901,28.09,23.96,Bhiwani
4.769,4.7726,28.22,23.92,Bhiwani
4.3834,4.5019,26.85,24.34,Bhiwani
4.8098,4.8607,27.15,20.07,Bhiwani
4.9613,4.9682,25.97,20.8,Bhiwani
4.3654,4.4729,24.51,22.24,Bhiwani
4.153,4.1614,25.07,19.9,Bhiwani
3.8885,3.9089,24.75,20.79,Bhiwani
3.5088,3.8338,23.71,28.29,Bhiwani
4.2612,4.3375,24.01,29.15,Bhiwani
3.749,3.761,23.33,31.89,Bhiwani
3.719,3.7212,23.67,31.35,Bhiwani
3.516,3.6461,24.05,30.8,Bhiwani
3.7231,3.763,23.61,33.39,Bhiwani
3.5954,3.7282,22.88,38.02,Bhiwani
3.2114,3.2282,22.78,39.49,Bhiwani
3.2717,3.4104,23.37,38.49,Bhiwani
3.6653,3.6792,23.28,40.0,Bhiwani
3.2933,3.4164,22.18,39.49,Bhiwani
3.0677,3.2374,22.19,34.04,Bhiwani
2.975,3.2167,22.33,32.64,Bhiwani
3.1524,3.2726,22.36,32.2,Bhiwani
3.3094,3.3466,22.73,27.73,Bhiwani
3.1711,3.2594,22.55,25.18,Bhiwani
2.9669,3.0449,21.0,27.78,Bhiwani
3.0017,3.2791,20.16,30.01,Bhiwani
2.8361,3.0326,19.75,38.91,Bhiwani
2.6628,2.7636,19.22,48.07,Bhiwani
2.1653,2.963,19.2,46.82,Bhiwani
2.0503,2.9239,19.19,49.22,Bhiwani
2.9729,3.1399,19.03,43.42,Bhiwani
3.1121,3.1315,17.46,32.43,Bhiwani
3.547,3.5582,16.3,30.83,Bhiwani
3.8381,3.8393,15.84,31.74,Bhiwani
3.774,3.792,16.1,26.7,Bhiwani
3.828,3.8566,16.59,19.88,Bhiwani
3.8366,3.8381,16.64,19.45,Bhiwani
3.7426,3.7466,17.75,19.38,Bhiwani
3.695,3.715,18.53,18.11,Bhiwani
3.6286,3.6353,16.94,23.89,Bhiwani
3.907,3.9108,18.91,22.29,Bhiwani
3.8398,3.8467,19.11,21.76,Bhiwani
3.5563,3.5743,18.73,25.12,Bhiwani
3.546,3.5474,18.26,22.57,Bhiwani
3.2198,3.3012,18.08,22.26,Bhiwani
2.4922,3.0864,17.31,27.56,Bhiwani
2.5961,2.9813,18.02,24.6,Bhiwani
1.7486,2.5272,18.16,24.53,Bhiwani
2.7139,3.2311,17.01,20.75,Bhiwani
3.6168,3.7039,17.07,15.05,Bhiwani
3.8472,3.8822,16.39,14.99,Bhiwani
3.7056,3.745,17.85,16.61,Bhiwani
3.6576,3.659,18.45,20.74,Bhiwani
1.8031,3.0055,17.01,33.93,Bhiwani
1.686,3.0329,15.68,68.51,Bhiwani
1.8941,2.8951,13.56,62.19,Bhiwani
2.7686,2.934,11.24,64.5,Bhiwani
2.4216,3.1126,11.09,60.4,Bhiwani
3.3698,3.4315,10.75,49.98,Bhiwani
3.9418,3.9425,11.55,43.57,Bhiwani
3.8479,3.8525,13.22,41.65,Bhiwani
3.1658,3.6871,13.88,43.29,Bhiwani
2.6652,3.3026,15.62,44.11,Bhiwani
2.9758,3.0622,16.72,50.54,Bhiwani
3.551,3.6134,15.73,47.71,Bhiwani
4.014,4.0145,14.54,42.97,Bhiwani
3.4128,3.6521,16.03,37.41,Bhiwani
3.3962,3.4114,14.16,44.55,Bhiwani
3.3144,3.3718,14.12,37.13,Bhiwani
3.2894,3.4834,16.33,32.13,Bhiwani
3.1267,3.1601,16.8,34.16,Bhiwani
2.939,3.0334,14.86,38.47,Bhiwani
2.7442,2.7785,13.76,33.82,Bhiwani
2.514,2.705,13.59,29.5,Bhiwani
3.1711,3.8453,12.74,30.21,Bhiwani
2.1941,3.1627,12.79,31.76,Bhiwani
2.4108,3.0878,12.88,32.52,Bhiwani
2.9786,3.253,12.42,31.47,Bhiwani
3.0514,3.2981,12.22,32.37,Bhiwani
2.6683,3.0641,12.08,38.24,Bhiwani
3.4771,3.4999,11.39,41.27,Bhiwani
3.7087,3.7116,12.13,37.08,Bhiwani
3.3742,3.4464,12.46,35.9,Bhiwani
