ghi,clear_sky_ghi,temp,humidity,district
4.926,4.938,14.81,27.06,Karnal
4.4964,4.6214,17.98,23.91,Karnal
2.7084,4.5739,21.55,29.41,Karnal
2.5918,4.2682,22.82,34.33,Karnal
4.3224,4.3874,21.96,47.39,Karnal
5.3774,5.4425,19.77,37.82,Karnal
5.699,5.7384,19.5,24.46,Karnal
5.5975,5.6297,19.28,19.91,Karnal
5.3784,5.4192,21.4,14.97,Karnal
5.1396,5.2999,21.04,14.51,Karnal
5.0047,5.0122,21.02,16.63,Karnal
4.6934,4.7194,21.34,15.8,Karnal
4.4995,4.5869,22.11,15.71,Karnal
4.5377,4.5612,22.34,16.37,Karnal
4.7568,4.8257,22.59,18.59,Karnal
4.8859,5.0213,23.55,20.42,Karnal
5.1578,5.2366,24.28,25.04,Karnal
5.3674,5.501,24.73,26.5,Karnal
3.8834,5.2133,23.57,33.73,Karnal
3.378,5.2807,22.62,45.67,Karnal
5.3016,5.3702,21.83,45.35,Karnal
5.3885,5.4456,22.16,37.82,Karnal
5.3626,5.5183,22.18,36.2,Karnal
5.5865,5.605,24.33,36.24,Karnal
3.4411,5.5258,25.89,39.9,Karnal
3.1862,5.6803,24.19,55.52,Karnal
5.6981,5.8891,22.25,56.83,Karnal
5.6642,5.831,22.29,43.91,Karnal
6.0048,6.1949,20.65,40.75,Karnal
5.537,6.361,20.89,36.61,Karnal
2.6338,5.807,22.76,42.74,Karnal
5.88,5.8985,24.95,40.77,Karnal
5.5063,5.8745,26.82,34.11,Karnal
5.971,6.0151,25.22,36.05,Karnal
6.6312,6.6389,23.11,30.2,Karnal
7.1232,7.1558,22.26,23.1,Karnal
6.8868,6.9269,23.72,23.73,Karnal
5.8445,6.4318,25.96,23.8,Karnal
5.8361,6.2177,27.69,24.32,Karnal
4.3502,5.8517,24.7,39.76,Karnal
6.511,6.5566,23.96,30.63,Karnal
6.605,6.7094,24.41,27.93,Karnal
5.7298,6.4121,26.32,24.18,Karnal
6.4166,6.5114,27.47,23.98,Karnal
6.1339,6.4634,28.7,20.11,Karnal
6.3386,6.5945,29.68,25.35,Karnal
5.8716,6.342,31.51,27.34,Karnal
5.472,6.2885,32.47,26.45,Karnal
5.352,6.2806,30.06,24.68,Karnal
4.2132,6.6516,28.25,31.48,Karnal
5.8634,6.546,28.72,29.16,Karnal
6.6175,7.009,28.53,28.34,Karnal
7.1866,7.2418,27.86,23.71,Karnal
6.7126,7.123,29.26,20.51,Karnal
5.2488,6.6732,29.41,24.22,Karnal
6.7039,6.9953,28.39,26.53,Karnal
7.4638,7.4926,28.36,26.78,Karnal
7.5641,7.591,29.9,21.45,Karnal
7.4035,7.5034,31.21,19.96,Karnal
6.067,7.2367,32.7,18.65,Karnal
6.4646,6.9989,33.82,19.14,Karnal
6.1666,6.8182,34.26,21.45,Karnal
6.0084,6.4164,33.9,26.68,Karnal
5.0654,6.6862,33.71,25.66,Karnal
6.5698,7.0102,33.19,19.26,Karnal
7.3188,7.651,32.41,18.67,Karnal
6.1375,7.1486,33.15,18.98,Karnal
7.7455,7.9637,30.42,20.4,Karnal
7.6399,7.8799,29.89,11.81,Karnal
7.5022,7.878,30.68,11.4,Karnal
6.1591,7.325,31.71,9.84,Karnal
6.8383,7.097,32.12,11.58,Karnal
7.3289,7.5041,32.58,14.07,Karnal
7.2792,7.4722,32.84,11.71,Karnal
7.1938,7.3279,32.35,9.74,Karnal
7.0289,7.1803,33.81,9.65,Karnal
7.0445,7.2326,35.33,11.58,Karnal
3.7085,6.3425,33.38,25.44,Karnal
4.9879,7.0642,34.17,23.33,Karnal
5.8754,6.6559,33.06,25.74,Karnal
6.3799,6.529,32.02,35.61,Karnal
6.0665,6.2563,32.91,27.75,Karnal
6.0953,6.3446,34.39,23.28,Karnal
5.8577,6.2472,35.42,24.07,Karnal
6.2474,6.2861,35.16,26.07,Karnal
6.5486,6.743,33.16,37.99,Karnal
6.9334,7.0385,34.06,32.08,Karnal
6.8693,7.1609,35.78,26.96,Karnal
7.4844,7.5228,35.94,21.32,Karnal
7.2883,7.5,36.39,21.39,Karnal
7.8374,7.8881,36.01,18.16,Karnal
8.0606,8.0753,36.68,15.96,Karnal
8.0606,8.075,37.51,14.57,Karnal
7.595,7.7021,38.77,14.22,Karnal
7.2394,7.26,38.18,14.14,Karnal
7.1688,7.2984,39.02,13.61,Karnal
7.2557,7.3094,39.18,21.67,Karnal
4.3783,6.9504,38.06,25.68,Karnal
5.6676,6.6636,34.15,41.31,Karnal
6.929,7.3111,33.53,34.69,Karnal
7.1873,7.4045,34.84,30.6,Karnal
7.0006,7.4489,36.98,26.98,Karnal
6.5306,6.8359,36.11,28.71,Karnal
6.5462,6.8484,33.8,42.67,Karnal
4.9908,7.1647,32.05,46.43,Karnal
7.1806,7.2907,33.6,38.85,Karnal
7.0231,7.1544,35.32,37.16,Karnal
6.9607,7.0428,36.13,27.83,Karnal
6.931,7.3344,36.4,27.03,Karnal
7.2924,7.3591,37.06,26.92,Karnal
7.0915,7.2062,38.11,24.06,Karnal
6.9041,6.9946,37.17,26.94,Karnal
6.8381,7.1642,35.21,28.84,Karnal
6.9372,7.0644,36.86,24.05,Karnal
6.7181,7.1227,37.9,21.07,Karnal
6.7699,7.1863,38.51,24.5,Karnal
5.9506,6.9353,37.3,30.5,Karnal
6.6058,6.8069,37.65,33.51,Karnal
6.1728,6.515,36.49,40.08,Karnal
5.5234,6.475,34.84,43.87,Karnal
4.8691,6.0864,35.1,43.43,Karnal
6.2604,6.4313,34.67,43.6,Karnal
6.1433,6.4447,35.75,35.26,Karnal
5.9606,6.5006,36.44,30.46,Karnal
6.6888,7.0154,36.23,37.27,Karnal
5.3227,6.9838,37.04,37.46,Karnal
6.1205,6.4258,36.28,41.31,Karnal
5.1727,6.75,34.99,44.51,Karnal
6.1723,6.3125,35.91,43.35,Karnal
5.9436,6.378,36.85,32.8,Karnal
5.7413,6.3816,37.3,27.87,Karnal
5.6974,5.9086,36.36,37.11,Karnal
4.2926,5.9222,36.15,42.7,Karnal
4.037,6.42,34.6,51.08,Karnal
6.6962,7.1062,35.99,44.49,Karnal
6.0403,6.5465,37.37,41.65,Karnal
4.7474,5.2639,35.38,53.61,Karnal
0.7733,5.8769,32.38,66.19,Karnal
3.2693,5.8546,31.53,62.69,Karnal
6.3175,6.4956,31.11,65.96,Karnal
6.0214,6.3204,34.09,54.23,Karnal
5.2781,6.0074,35.28,53.15,Karnal
5.9328,6.0708,35.5,46.84,Karnal
5.13,5.7977,35.94,44.91,Karnal
5.207,6.2978,35.22,42.46,Karnal
6.3871,6.5803,34.79,45.07,Karnal
5.2121,6.3336,34.43,49.74,Karnal
5.208,7.2139,32.36,60.2,Karnal
6.4313,7.4138,32.9,59.72,Karnal
3.0989,6.803,30.95,68.33,Karnal
4.7434,6.2717,31.8,67.57,Karnal
1.8401,6.3754,30.21,76.75,Karnal
3.1637,5.9906,28.98,79.95,Karnal
5.3863,6.3406,29.63,75.88,Karnal
6.3922,6.7255,30.98,66.93,Karnal
6.551,6.7354,31.96,60.52,Karnal
6.6658,6.7423,32.55,59.86,Karnal
6.3871,6.4759,31.73,65.68,Karnal
5.0945,6.1646,30.94,69.37,Karnal
6.0293,6.3413,30.39,70.32,Karnal
5.8728,6.3984,31.5,64.47,Karnal
4.1796,5.731,30.71,70.93,Karnal
4.5139,6.4188,27.92,83.11,Karnal
2.7307,7.1993,28.16,80.16,Karnal
3.6586,6.9288,28.83,80.23,Karnal
4.0613,6.9247,27.58,84.8,Karnal
5.7386,7.2084,28.86,78.27,Karnal
5.8915,7.2562,28.7,83.96,Karnal
5.1761,7.2528,28.54,80.52,Karnal
7.0512,7.3574,29.59,73.66,Karnal
7.0798,7.469,30.32,72.67,Karnal
6.8873,7.1683,30.35,74.54,Karnal
4.0874,7.2082,30.31,76.17,Karnal
5.0386,6.9432,30.16,75.93,Karnal
5.3626,7.02,30.19,75.2,Karnal
6.4001,6.9571,29.44,80.02,Karnal
4.0654,6.5614,27.66,87.48,Karnal
2.5968,6.8928,27.5,88.31,Karnal
4.0934,6.8777,28.49,80.11,Karnal
5.6354,6.4286,29.32,76.53,Karnal
3.4558,5.6988,29.74,72.53,Karnal
6.1567,6.3259,29.98,69.5,Karnal
6.4673,6.5657,30.01,69.08,Karnal
4.9982,6.5362,29.97,67.0,Karnal
4.303,6.7411,29.31,74.42,Karnal
6.0804,6.8378,30.33,68.03,Karnal
5.1929,6.8302,29.55,77.34,Karnal
6.7378,6.9197,29.59,77.31,Karnal
6.0876,6.7001,29.98,73.68,Karnal
5.243,6.4558,30.18,70.55,Karnal
3.0187,6.6324,28.22,79.44,Karnal
6.0794,6.5678,29.8,74.03,Karnal
5.4036,6.4094,29.84,72.4,Karnal
5.9748,6.7253,29.0,77.3,Karnal
5.9232,6.7246,29.23,74.33,Karnal
2.1907,6.3742,28.89,75.33,Karnal
5.0316,6.5278,28.54,77.27,Karnal
4.7736,6.4133,28.02,82.07,Karnal
4.3303,6.1939,28.53,81.38,Karnal
5.9126,6.1819,28.42,69.37,Karnal
6.4769,6.5182,28.13,65.26,Karnal
6.2664,6.2974,28.19,65.19,Karnal
6.0672,6.1013,28.46,66.71,Karnal
6.0631,6.1166,28.58,65.3,Karnal
6.0569,6.085,28.43,63.6,Karnal
5.9002,5.958,29.05,61.98,Karnal
5.8207,5.9758,29.2,58.28,Karnal
6.0094,6.0139,29.1,57.32,Karnal
5.9455,5.9875,29.09,59.07,Karnal
5.8555,5.9398,29.45,56.67,Karnal
5.7876,5.9095,29.69,57.07,Karnal
5.9748,6.18,29.88,58.15,Karnal
5.959,5.964,29.8,55.03,Karnal
5.9218,5.9736,30.09,49.23,Karnal
5.3796,5.6383,30.54,45.58,Karnal
5.1317,5.1989,29.9,49.53,Karnal
5.0791,5.1084,30.35,51.01,Karnal
4.8799,4.9325,31.26,51.33,Karnal
4.6214,4.6834,31.04,53.85,Karnal
4.6596,5.0798,28.41,67.28,Karnal
5.7281,5.7586,29.42,55.19,Karnal
5.4002,5.5507,29.51,49.57,Karnal
5.5073,5.6803,29.63,48.13,Karnal
4.7866,4.9723,29.28,48.27,Karnal
4.4645,4.4978,28.84,51.34,Karnal
4.633,4.6802,29.26,47.37,Karnal
4.4962,4.5581,29.2,47.89,Karnal
4.751,4.9464,29.8,46.7,Karnal
4.201,4.3942,30.15,48.35,Karnal
3.7082,4.0109,31.17,47.05,Karnal
2.8949,3.475,30.53,51.3,Karnal
3.4349,3.6228,30.12,51.95,Karnal
3.3514,4.0296,28.55,56.96,Karnal
4.0932,4.1066,28.55,55.22,Karnal
4.6385,4.6822,28.37,49.69,Karnal
4.9529,4.963,28.39,42.79,Karnal
4.9258,4.9476,28.28,39.33,Karnal
4.566,4.8281,27.47,39.57,Karnal
5.2894,5.3014,26.47,37.25,Karnal
5.3446,5.3705,25.3,32.01,Karnal
5.4089,5.4218,25.09,30.45,Karnal
5.3671,5.4046,25.04,32.14,Karnal
5.3146,5.3347,25.25,31.01,Karnal
5.0594,5.0731,25.24,32.25,Karnal
5.0369,5.053,25.42,33.03,Karnal
4.9805,5.029,25.17,30.42,Karnal
4.8118,4.8406,25.35,29.86,Karnal
4.7882,4.801,24.8,35.55,Karnal
4.6051,4.639,24.59,35.54,Karnal
4.573,4.5912,24.47,34.83,Karnal
4.3606,4.428,23.62,32.16,Karnal
4.5307,4.5444,23.57,30.49,Karnal
4.493,4.5266,23.92,34.55,Karnal
4.2624,4.2924,24.27,29.76,Karnal
4.6646,4.6673,22.75,31.67,Karnal
4.5214,4.585,22.19,30.64,Karnal
4.0183,4.0704,23.72,24.17,Karnal
3.4702,3.9079,21.02,30.86,Karnal
3.7601,3.7805,21.62,31.25,Karnal
3.4841,3.9996,21.4,34.29,Karnal
3.8556,4.1047,21.93,31.97,Karnal
4.6507,4.7503,22.75,31.38,Karnal
3.174,3.6252,21.39,34.39,Karnal
3.1435,3.2777,20.49,37.98,Karnal
3.4061,3.595,20.57,38.21,Karnal
4.0522,4.0927,20.21,32.81,Karnal
4.1923,4.2516,19.64,27.24,Karnal
4.1496,4.1532,20.06,24.04,Karnal
3.9218,4.045,20.84,20.08,Karnal
3.6998,3.738,20.6,21.0,Karnal
3.8177,3.8254,20.69,24.77,Karnal
3.6566,3.7282,21.65,27.43,Karnal
3.5798,3.5834,20.27,34.44,Karnal
3.5878,3.69,18.95,34.25,Karnal
4.0116,4.0126,18.39,31.89,Karnal
4.0922,4.0973,18.51,27.4,Karnal
3.8285,3.8294,17.79,24.69,Karnal
3.5515,3.6336,19.07,23.08,Karnal
3.3526,3.3929,20.3,22.3,Karnal
3.6322,3.6334,19.68,25.3,Karnal
3.9096,3.911,20.06,26.95,Karnal
3.7255,3.8124,19.61,29.1,Karnal
3.6365,3.7164,20.36,24.56,Karnal
3.9943,3.9953,21.43,22.04,Karnal
3.8573,3.8712,21.51,27.5,Karnal
3.8573,3.8758,21.03,24.51,Karnal
4.0097,4.0174,19.99,17.58,Karnal
3.6684,3.7668,20.17,14.94,Karnal
2.892,3.2606,18.85,21.49,Karnal
2.761,3.0893,18.66,23.58,Karnal
3.065,3.4154,17.64,29.22,Karnal
3.3814,3.4289,17.02,25.49,Karnal
3.2623,3.2863,16.76,24.41,Karnal
3.2822,3.3497,17.05,25.76,Karnal
2.9774,3.1778,18.79,23.93,Karnal
2.4876,3.2054,18.96,25.76,Karnal
2.4696,2.9981,18.57,27.94,Karnal
2.7187,3.0288,18.41,27.57,Karnal
2.2087,3.1534,18.5,29.78,Karnal
2.7924,3.1404,18.6,34.1,Karnal
2.6035,3.3026,17.27,37.74,Karnal
2.7547,2.922,17.63,32.85,Karnal
3.1507,3.2614,16.34,31.85,Karnal
3.3866,3.4202,15.29,26.72,Karnal
3.2729,3.409,15.3,26.5,Karnal
3.6317,3.6451,15.0,30.4,Karnal
3.5124,3.5208,14.94,29.16,Karnal
3.5326,3.5515,14.98,27.16,Karnal
3.6902,3.6946,15.9,28.84,Karnal
3.6358,3.6773,15.64,25.66,Karnal
3.6144,3.6614,15.56,20.76,Karnal
3.1346,3.5177,16.67,19.08,Karnal
2.9138,3.1742,15.94,23.29,Karnal
1.5586,2.658,13.71,32.86,Karnal
3.2899,3.3221,13.79,26.93,Karnal
3.3938,3.4296,14.3,18.64,Karnal
3.0454,3.2462,15.9,20.08,Karnal
2.7852,3.0151,15.22,23.09,Karnal
2.5577,3.041,13.48,29.37,Karnal
2.7214,2.9969,12.88,36.13,Karnal
3.336,3.4054,14.81,50.72,Karnal
3.4788,3.4886,15.76,56.12,Karnal
3.3794,3.5232,16.13,47.27,Karnal
2.9928,3.0278,17.32,41.42,Karnal
3.0293,3.109,17.01,40.14,Karnal
2.4199,2.8685,16.27,42.75,Karnal
1.0087,2.0263,13.61,72.26,Karnal
2.2037,2.9976,12.05,66.43,Karnal
3.3482,3.4639,10.73,52.87,Karnal
3.9744,3.985,8.73,35.26,Karnal
3.9648,3.9797,8.23,36.48,Karnal
3.7488,3.7822,8.69,37.27,Karnal
3.8278,3.8726,9.73,34.29,Karnal
2.6722,3.7637,10.22,34.28,Karnal
3.2902,3.6665,12.67,38.47,Karnal
1.9711,3.1654,12.1,42.92,Karnal
2.1581,3.3528,10.65,57.51,Karnal
3.4548,3.8806,11.73,47.72,Karnal
4.0435,4.1434,11.41,47.42,Karnal
4.0265,4.3529,11.48,48.1,Karnal
2.8675,3.8494,12.9,38.37,Karnal
3.2906,3.4764,15.5,42.41,Karnal
3.4956,3.8966,15.18,41.26,Karnal
3.2246,3.6502,14.76,42.02,Karnal
2.2627,3.3917,17.72,44.67,Karnal
0.7234,3.1507,15.96,72.35,Karnal
3.3166,4.1842,13.06,78.94,Karnal
2.2322,4.2182,13.47,68.94,Karnal
3.535,4.013,15.47,51.64,Karnal
3.6317,3.8342,15.39,48.15,Karnal
3.9487,3.9953,15.47,50.8,Karnal
4.2482,4.3997,14.45,54.66,Karnal
3.7418,4.2526,14.77,47.2,Karnal
3.9667,4.4112,15.56,48.76,Karnal
2.6861,3.9305,17.28,42.34,Karnal
2.6501,3.5544,15.71,54.69,Karnal
4.3164,4.4254,14.31,52.35,Karnal
4.3742,4.7136,12.84,43.91,Karnal
4.295,4.669,14.86,40.76,Karnal
4.727,4.7318,13.82,41.41,Karnal
4.9685,4.9795,13.61,47.71,Karnal
4.9183,4.9198,14.75,42.34,Karnal
4.6601,4.6646,14.94,38.98,Karnal
4.9531,4.9834,15.05,41.19,Karnal
4.7602,5.1619,15.73,42.11,Karnal
4.5442,4.6711,17.94,40.42,Karnal
4.3111,4.7225,20.76,41.73,Karnal
4.0702,4.6884,20.05,47.64,Karnal
4.2446,4.7515,20.66,48.1,Karnal
4.0051,4.9346,22.04,44.46,Karnal
4.0214,4.6994,21.72,41.63,Karnal
4.026,4.6642,17.71,46.04,Karnal
5.3674,5.3748,17.07,27.14,Karnal
5.6434,5.7134,16.55,32.0,Karnal
5.6422,5.7384,16.84,27.98,Karnal
5.6062,5.6114,17.92,29.05,Karnal
5.8771,5.8908,18.13,32.67,Karnal
5.7768,5.7857,19.21,29.23,Karnal
5.2493,5.4293,20.75,26.29,Karnal
4.7513,5.4374,21.38,33.35,Karnal
5.5306,5.6335,19.92,31.55,Karnal
5.0875,5.976,18.6,32.34,Karnal
6.0766,6.0809,17.65,31.88,Karnal
6.0823,6.1056,18.51,30.33,Karnal
5.9573,5.9909,19.77,29.1,Karnal
4.9512,5.6417,20.53,32.11,Karnal
4.2662,5.3122,19.61,45.98,Karnal
5.2255,5.5416,20.43,43.47,Karnal
4.781,5.4926,20.15,41.4,Karnal
5.4084,5.6311,16.04,55.6,Karnal
6.0641,6.1541,16.13,31.58,Karnal
6.359,6.401,16.26,30.8,Karnal
5.3827,6.2314,17.32,30.75,Karnal
6.005,6.1056,18.91,32.24,Karnal
4.0054,5.8092,21.11,35.14,Karnal
6.0739,6.149,20.45,41.68,Karnal
6.0264,6.445,21.5,31.98,Karnal
5.969,6.0742,22.2,25.72,Karnal
6.2489,6.4205,22.7,29.58,Karnal
6.1178,6.2009,24.68,27.09,Karnal
6.1774,6.2395,26.87,27.05,Karnal
6.0842,6.1963,27.61,30.72,Karnal
6.0079,6.3178,27.14,30.29,Karnal
6.5102,6.685,26.07,21.22,Karnal
6.8006,6.8292,27.93,25.02,Karnal
6.2902,6.5486,29.24,29.01,Karnal
6.174,6.3984,29.84,25.98,Karnal
6.4346,6.5731,30.78,25.65,Karnal
6.2734,6.659,31.08,23.85,Karnal
6.0828,6.5777,31.87,24.37,Karnal
6.5909,6.8578,31.28,21.5,Karnal
6.9814,6.9989,30.54,18.26,Karnal
6.8261,6.918,30.54,18.37,Karnal
2.652,6.6653,31.06,19.17,Karnal
5.1408,6.3348,30.31,30.45,Karnal
5.8409,6.2544,27.65,36.82,Karnal
6.0502,6.469,25.1,21.96,Karnal
6.7392,7.1381,24.61,20.8,Karnal
7.542,7.6114,24.26,20.07,Karnal
7.6152,7.789,25.51,18.19,Karnal
7.4806,7.5773,27.21,20.18,Karnal
7.3181,7.5233,28.88,19.97,Karnal
7.2737,7.3577,30.65,16.4,Karnal
6.8522,7.0728,31.74,14.24,Karnal
7.2173,7.3418,32.77,16.82,Karnal
7.2811,7.5247,33.04,15.26,Karnal
6.8988,7.1162,33.99,13.04,Karnal
6.5141,6.8798,35.16,11.65,Karnal
6.673,7.1366,34.67,10.64,Karnal
6.4615,7.0433,35.21,14.63,Karnal
6.4824,6.8386,35.49,18.26,Karnal
5.5152,6.87,34.73,21.97,Karnal
6.4711,6.8942,33.14,25.38,Karnal
6.9439,7.0848,31.67,25.59,Karnal
7.368,7.6303,30.88,21.16,Karnal
7.2622,7.4486,31.1,23.59,Karnal
7.038,7.3834,32.13,19.52,Karnal
5.7199,6.919,32.95,20.01,Karnal
6.1831,6.8059,33.25,20.78,Karnal
6.5287,6.7764,32.33,27.8,Karnal
7.7064,8.1091,31.36,18.84,Karnal
6.9168,7.5499,32.9,13.54,Karnal
3.6722,6.6082,32.0,21.53,Karnal
6.8414,7.103,32.47,23.17,Karnal
7.6068,7.7081,33.79,17.83,Karnal
7.3368,7.4885,34.38,17.64,Karnal
7.1314,7.3214,36.16,15.01,Karnal
6.8506,7.1357,36.57,15.39,Karnal
6.7658,7.0567,36.7,15.86,Karnal
6.3648,6.9859,36.35,21.63,Karnal
6.7942,6.9254,35.97,19.98,Karnal
6.0142,6.9206,36.15,18.39,Karnal
7.0454,7.351,36.37,20.91,Karnal
6.7642,7.3584,37.56,19.53,Karnal
6.8724,7.4086,37.74,18.89,Karnal
6.6662,7.1172,37.26,20.2,Karnal
4.8228,6.9982,34.97,25.16,Karnal
6.8038,7.0786,34.72,25.77,Karnal
7.0392,7.3644,36.18,23.44,Karnal
6.4217,7.1342,36.19,23.67,Karnal
4.8086,6.6151,35.77,28.24,Karnal
4.1506,7.0025,32.49,38.27,Karnal
6.6209,7.122,34.53,29.53,Karnal
7.2773,7.4069,36.38,27.13,Karnal
6.7399,7.2739,37.14,23.1,Karnal
6.919,7.2941,37.68,21.44,Karnal
7.1117,7.3114,37.94,17.86,Karnal
7.0819,7.2943,36.15,23.46,Karnal
6.541,7.2065,34.08,33.96,Karnal
7.3214,7.445,34.36,30.73,Karnal
3.9586,7.2552,34.56,32.07,Karnal
7.0466,7.2991,33.23,32.02,Karnal
7.4441,7.8818,34.82,23.33,Karnal
7.2718,7.506,38.06,21.09,Karnal
7.1196,7.4134,39.62,16.9,Karnal
6.4277,6.7493,39.77,22.39,Karnal
5.7691,6.3127,38.81,26.69,Karnal
5.6542,6.755,33.88,43.46,Karnal
3.4315,7.2242,32.99,43.65,Karnal
6.883,7.1309,33.44,38.17,Karnal
7.1309,7.4489,35.35,34.72,Karnal
7.0138,7.2768,34.73,33.58,Karnal
7.7839,7.8696,34.45,30.76,Karnal
6.9792,7.3817,36.58,30.18,Karnal
7.1683,7.3644,37.58,29.16,Karnal
6.6614,7.0109,36.77,32.11,Karnal
5.7828,6.8527,35.12,36.83,Karnal
4.7066,6.8993,34.69,35.02,Karnal
6.0175,6.419,34.76,44.9,Karnal
4.2502,6.3192,34.53,52.19,Karnal
5.0184,6.7798,32.95,55.75,Karnal
5.8258,6.5539,30.18,63.15,Karnal
5.8462,6.972,31.85,49.81,Karnal
6.8772,7.0322,32.88,45.48,Karnal
6.863,7.1462,34.15,44.57,Karnal
6.3826,6.8568,35.64,41.73,Karnal
5.7883,6.925,34.32,49.04,Karnal
6.2743,7.0862,35.15,47.6,Karnal
1.4282,6.379,32.86,58.97,Karnal
2.9352,6.8774,29.39,78.74,Karnal
3.7826,7.1347,30.72,69.81,Karnal
5.7533,7.0901,31.56,65.28,Karnal
5.4461,7.3829,32.01,64.79,Karnal
6.1092,6.8801,32.25,61.42,Karnal
6.0504,6.462,33.19,58.61,Karnal
5.2718,5.9582,32.9,59.9,Karnal
4.9769,5.9741,32.92,57.32,Karnal
5.7425,6.0907,32.28,57.19,Karnal
6.0077,6.3605,33.22,54.52,Karnal
6.3602,6.5194,33.79,50.3,Karnal
6.3528,6.9314,34.03,48.07,Karnal
4.7654,6.077,32.26,57.79,Karnal
4.1479,6.3396,31.24,61.89,Karnal
6.7133,7.3442,31.3,63.22,Karnal
6.1838,7.3082,31.55,62.42,Karnal
5.8589,7.0922,31.94,61.58,Karnal
5.9518,6.7663,31.56,65.71,Karnal
3.6346,6.4987,31.79,63.86,Karnal
5.5841,7.3579,33.0,58.57,Karnal
7.0339,7.2295,34.18,50.26,Karnal
3.1678,7.1088,31.46,62.76,Karnal
6.6101,7.5115,32.01,61.13,Karnal
6.0588,7.4004,30.98,65.3,Karnal
5.6635,7.4882,31.21,67.67,Karnal
5.9731,7.333,28.72,79.3,Karnal
5.7257,7.1983,30.21,72.55,Karnal
5.8128,7.1731,31.09,67.51,Karnal
5.3813,6.8971,31.0,63.13,Karnal
6.0607,7.1573,31.47,61.94,Karnal
5.28,6.835,30.15,72.32,Karnal
5.7814,6.9653,31.3,62.21,Karnal
4.0126,6.6533,29.03,74.32,Karnal
3.852,6.798,28.67,79.84,Karnal
2.4506,6.3691,29.65,75.67,Karnal
4.7093,6.067,30.76,65.71,Karnal
4.4957,6.6809,30.84,64.18,Karnal
5.7878,6.3494,31.1,63.24,Karnal
6.107,6.4102,32.03,59.31,Karnal
2.9892,6.2623,30.36,69.34,Karnal
4.1909,5.7187,31.77,65.51,Karnal
3.6775,5.3642,32.06,64.33,Karnal
5.5478,6.0653,32.09,63.46,Karnal
5.6875,6.4457,32.25,58.05,Karnal
5.5954,6.4123,31.72,60.08,Karnal
5.4929,6.035,31.85,59.97,Karnal
5.8932,6.3852,30.92,62.79,Karnal
5.8752,6.2844,31.76,59.45,Karnal
6.4358,6.6886,31.31,54.15,Karnal
6.6206,6.6953,31.78,52.1,Karnal
6.5268,6.5774,31.68,51.47,Karnal
3.647,6.1421,29.48,69.52,Karnal
5.8939,6.6036,30.21,72.32,Karnal
5.0009,6.6274,30.57,68.14,Karnal
3.3079,6.6089,30.67,68.75,Karnal
3.8023,5.8452,29.92,71.68,Karnal
5.5747,6.1766,30.43,68.31,Karnal
3.8143,6.2107,30.27,67.27,Karnal
5.6047,6.5244,30.57,66.7,Karnal
6.6605,6.8047,30.63,65.64,Karnal
5.5752,6.8621,28.93,75.24,Karnal
4.4299,6.6528,28.83,73.47,Karnal
5.6731,6.8623,30.03,70.46,Karnal
3.6713,6.067,28.74,82.11,Karnal
3.1932,5.9443,28.13,82.92,Karnal
4.7592,6.2736,27.55,78.76,Karnal
5.6482,6.0715,28.08,70.51,Karnal
5.7751,6.2021,28.89,68.14,Karnal
5.9297,6.0271,29.31,71.47,Karnal
5.6808,6.1721,29.03,69.87,Karnal
5.1197,6.0562,28.37,75.28,Karnal
6.1224,6.21,28.46,71.7,Karnal
5.8783,6.1219,28.79,66.88,Karnal
5.9002,5.9894,28.8,64.91,Karnal
5.8339,6.0288,29.09,64.93,Karnal
6.0286,6.078,29.18,61.44,Karnal
5.7079,5.9002,28.95,63.15,Karnal
5.4768,5.7446,29.36,64.87,Karnal
5.9618,5.9856,29.44,62.49,Karnal
3.5813,5.8373,28.43,57.35,Karnal
3.2897,5.8855,29.1,54.15,Karnal
6.1718,6.2234,28.39,48.8,Karnal
5.803,5.9582,28.57,38.83,Karnal
5.7485,5.8027,28.75,38.14,Karnal
5.4154,5.8135,28.35,50.09,Karnal
3.2791,5.7926,25.41,84.69,Karnal
2.064,5.8013,24.69,86.15,Karnal
4.7578,5.9688,24.32,72.09,Karnal
5.7408,5.747,26.36,59.91,Karnal
5.3844,5.5166,26.83,54.49,Karnal
5.359,5.363,27.36,50.24,Karnal
5.0573,5.1024,27.8,52.21,Karnal
5.1089,5.1235,28.15,52.03,Karnal
5.3746,5.5903,27.17,49.49,Karnal
5.705,5.712,27.05,42.76,Karnal
5.7526,5.7545,27.79,42.71,Karnal
5.411,5.5903,26.65,43.94,Karnal
5.2771,5.3004,25.8,49.28,Karnal
5.3779,5.467,26.35,49.45,Karnal
5.5855,5.6124,26.38,47.12,Karnal
5.7552,5.8003,26.91,46.12,Karnal
5.3026,5.4768,28.03,44.68,Karnal
5.1458,5.2454,28.1,47.69,Karnal
4.8396,5.0203,27.97,48.19,Karnal
4.5293,4.8929,27.87,46.6,Karnal
4.1971,4.5449,27.49,47.96,Karnal
4.7297,4.7969,27.12,45.08,Karnal
4.9812,4.9913,27.02,37.75,Karnal
5.0388,5.22,26.98,34.3,Karnal
5.1139,5.1494,26.24,34.15,Karnal
5.2526,5.3878,24.68,40.47,Karnal
5.1574,5.3597,24.84,36.55,Karnal
5.1646,5.4096,26.2,38.3,Karnal
4.9094,4.969,26.79,34.22,Karnal
4.3565,4.6315,24.74,36.62,Karnal
